# of Solutions,avg. Solution Length,Time (micro-seconds),Median Solution Length, Median Set Value,Sum of Set,Target Value,SpecificSolutionLength,SpecificSolutionMedian,Occurence
0,0.0000,36,0,845,0,0,0,0,
0,0.0000,30,0,645,0,0,0,0,
0,0.0000,28,0,365,0,0,6,365,
0,0.0000,9,0,488,0,0,0,0,
0,0.0000,65,0,236,0,0,0,0,
0,0.0000,18,0,332,0,0,0,0,
0,0.0000,19,0,686,0,0,0,0,
0,0.0000,28,0,512,0,0,0,0,
0,0.0000,30,0,422,0,0,0,0,
0,0.0000,25,0,369,0,0,0,0,
0,0.0000,31,0,500,0,0,0,0,
0,0.0000,44,0,274,0,0,0,0,
0,0.0000,44,0,620,0,0,0,0,
0,0.0000,66,0,413,0,0,0,0,
0,0.0000,56,0,598,0,0,0,0,
0,0.0000,39,0,468,0,0,8,468,
0,0.0000,89,0,195,0,0,0,0,
0,0.0000,71,0,348,0,0,0,0,
0,0.0000,53,0,435,0,0,0,0,
0,0.0000,67,0,394,0,0,0,0,
0,0.0000,67,0,286,0,0,0,0,
0,0.0000,78,0,528,0,0,0,0,
0,0.0000,131,0,304,0,0,0,0,
0,0.0000,210,0,728,0,0,0,0,
0,0.0000,155,0,733,0,0,0,0,
0,0.0000,105,0,577,0,0,0,0,
0,0.0000,138,0,409,0,0,0,0,
0,0.0000,122,0,542,0,0,0,0,
0,0.0000,101,0,407,0,0,11,546,
0,0.0000,250,0,341,0,0,0,0,
0,0.0000,276,0,509,0,0,0,0,
0,0.0000,272,0,513,0,0,0,0,
0,0.0000,320,0,383,0,0,0,0,
0,0.0000,18,0,478,0,0,11,478,
0,0.0000,278,0,656,0,0,12,789,
0,0.0000,598,0,315,0,0,0,0,
0,0.0000,448,0,457,0,0,0,0,
0,0.0000,323,0,710,0,0,12,479,
0,0.0000,465,0,311,0,0,0,0,
0,0.0000,467,0,669,0,0,0,0,
0,0.0000,894,0,446,0,0,0,0,
0,0.0000,211,0,352,0,0,13,268,
0,0.0000,896,0,301,0,0,0,0,
0,0.0000,349,0,328,0,0,13,393,
0,0.0000,5,0,569,0,0,13,414,
0,0.0000,959,0,358,0,0,0,0,
0,0.0000,80,0,663,0,0,14,661,
0,0.0000,1310,0,360,0,0,14,360,
0,0.0000,246,0,583,0,0,14,483,
0,0.0000,13,0,679,0,0,14,589,
0,0.0000,364,0,548,0,0,14,548,
0,0.0000,2401,0,426,0,0,0,0,
0,0.0000,704,0,656,0,0,15,586,
0,0.0000,380,0,488,0,0,15,301,
0,0.0000,263,0,482,0,0,15,482,
0,0.0000,376,0,585,0,0,15,573,
0,0.0000,218,0,365,0,0,15,365,
0,0.0000,421,0,481,0,0,15,296,
0,0.0000,249,0,473,0,0,16,629,
0,0.0000,205,0,405,0,0,16,340,
0,0.0000,267,0,573,0,0,16,368,
0,0.0000,489,0,268,0,0,16,232,
0,0.0000,84,0,658,0,0,16,294,
0,0.0000,826,0,567,0,0,16,324,
0,0.0000,2418,0,164,0,0,17,284,
0,0.0000,447,0,706,0,0,17,367,
0,0.0000,792,0,408,0,0,17,312,
0,0.0000,2115,0,568,0,0,17,466,
0,0.0000,506,0,414,0,0,17,310,
0,0.0000,506,0,478,0,0,17,523,
0,0.0000,755,0,549,0,0,18,389,
0,0.0000,73,0,664,0,0,18,563,
0,0.0000,1528,0,301,0,0,18,549,
0,0.0000,1914,0,378,0,0,18,353,
0,0.0000,641,0,554,0,0,18,482,
0,0.0000,552,0,663,0,0,18,501,
0,0.0000,1018,0,510,0,0,19,317,
0,0.0000,574,0,436,0,0,19,264,
0,0.0000,1421,0,357,0,0,19,257,
0,0.0000,220,0,473,0,0,19,366,
0,0.0000,853,0,444,0,0,19,291,
0,0.0000,769,0,311,0,0,19,287,
0,0.0000,314,0,566,0,0,20,460,
0,0.0000,195,0,635,0,0,20,292,
0,0.0000,493,0,568,0,0,20,327,
0,0.0000,410,0,498,0,0,20,271,
0,0.0000,399,0,567,0,0,20,365,
0,0.0000,931,0,688,0,0,20,170,
0,0.0000,158,0,556,0,0,21,492,
0,0.0000,407,0,488,0,0,21,427,
0,0.0000,395,0,388,0,0,21,293,
0,0.0000,7,0,893,0,0,0,0,
0,0.0000,11,0,353,0,0,0,0,
0,0.0000,25,0,375,0,0,0,0,
0,0.0000,9,0,372,0,0,0,0,
0,0.0000,13,0,144,0,0,0,0,
0,0.0000,21,0,500,0,0,0,0,
0,0.0000,23,0,555,0,0,0,0,
0,0.0000,11,0,694,0,0,0,0,
0,0.0000,33,0,678,0,0,0,0,
0,0.0000,10,0,845,0,0,0,0,
0,0.0000,25,0,645,0,0,6,645,
0,0.0000,10,0,365,0,0,0,0,
0,0.0000,24,0,488,0,0,0,0,
0,0.0000,22,0,236,0,0,0,0,
0,0.0000,38,0,332,0,0,0,0,
0,0.0000,52,0,686,0,0,0,0,
0,0.0000,29,0,512,0,0,0,0,
0,0.0000,39,0,422,0,0,0,0,
0,0.0000,52,0,369,0,0,0,0,
0,0.0000,65,0,500,0,0,0,0,
0,0.0000,51,0,274,0,0,0,0,
0,0.0000,65,0,620,0,0,0,0,
0,0.0000,65,0,413,0,0,0,0,
0,0.0000,51,0,598,0,0,0,0,
0,0.0000,50,0,468,0,0,0,0,
0,0.0000,92,0,195,0,0,0,0,
0,0.0000,105,0,348,0,0,0,0,
0,0.0000,90,0,435,0,0,0,0,
0,0.0000,76,0,394,0,0,0,0,
0,0.0000,90,0,286,0,0,0,0,
0,0.0000,91,0,528,0,0,0,0,
0,0.0000,194,0,304,0,0,0,0,
0,0.0000,128,0,728,0,0,0,0,
0,0.0000,184,0,733,0,0,0,0,
0,0.0000,163,0,577,0,0,0,0,
0,0.0000,157,0,409,0,0,0,0,
0,0.0000,136,0,542,0,0,0,0,
0,0.0000,357,0,407,0,0,0,0,
0,0.0000,284,0,341,0,0,0,0,
0,0.0000,103,0,509,0,0,11,448,
0,0.0000,259,0,513,0,0,0,0,
0,0.0000,155,0,383,0,0,11,367,
0,0.0000,283,0,478,0,0,0,0,
0,0.0000,183,0,656,0,0,12,656,
0,0.0000,601,0,315,0,0,0,0,
0,0.0000,107,0,457,0,0,12,367,
0,0.0000,494,0,710,0,0,0,0,
0,0.0000,286,0,311,0,0,12,440,
0,0.0000,466,0,669,0,0,0,0,
0,0.0000,313,0,446,0,0,13,455,
0,0.0000,457,0,352,0,0,13,268,
0,0.0000,957,0,301,0,0,0,0,
0,0.0000,1331,0,328,0,0,0,0,
0,0.0000,529,0,569,0,0,13,680,
0,0.0000,197,0,358,0,0,13,343,
0,0.0000,276,0,663,0,0,14,788,
0,0.0000,1785,0,360,0,0,0,0,
0,0.0000,329,0,583,0,0,14,283,
0,0.0000,1466,0,679,0,0,14,382,
0,0.0000,1805,0,548,0,0,0,0,
0,0.0000,1828,0,426,0,0,0,0,
0,0.0000,1431,0,656,0,0,15,199,
0,0.0000,243,0,488,0,0,15,301,
0,0.0000,343,0,482,0,0,15,372,
0,0.0000,482,0,585,0,0,15,573,
0,0.0000,1174,0,365,0,0,15,365,
0,0.0000,169,0,481,0,0,15,580,
0,0.0000,959,0,473,0,0,16,473,
0,0.0000,262,0,405,0,0,16,480,
0,0.0000,566,0,573,0,0,16,337,
0,0.0000,456,0,268,0,0,16,241,
0,0.0000,66,0,658,0,0,16,526,
0,0.0000,182,0,567,0,0,16,287,
0,0.0000,1133,0,164,0,0,17,164,
0,0.0000,1872,0,706,0,0,17,706,
0,0.0000,850,0,408,0,0,17,283,
0,0.0000,408,0,568,0,0,17,568,
0,0.0000,736,0,414,0,0,17,310,
0,0.0000,1041,0,478,0,0,17,195,
0,0.0000,111,0,549,0,0,18,338,
0,0.0000,1279,0,664,0,0,18,657,
0,0.0000,930,0,301,0,0,18,256,
0,0.0000,661,0,378,0,0,18,344,
0,0.0000,80,0,554,0,0,18,356,
0,0.0000,365,0,663,0,0,18,343,
0,0.0000,432,0,510,0,0,19,317,
0,0.0000,158,0,436,0,0,19,365,
0,0.0000,683,0,357,0,0,19,317,
0,0.0000,917,0,473,0,0,19,321,
0,0.0000,734,0,444,0,0,19,291,
0,0.0000,643,0,311,0,0,19,311,
0,0.0000,1235,0,566,0,0,20,460,
0,0.0000,1485,0,635,0,0,20,441,
0,0.0000,213,0,568,0,0,20,385,
0,0.0000,388,0,498,0,0,20,370,
0,0.0000,725,0,567,0,0,20,360,
0,0.0000,138,0,688,0,0,20,542,
0,0.0000,1021,0,556,0,0,21,456,
0,0.0000,446,0,488,0,0,21,303,
0,0.0000,750,0,388,0,0,21,240,
0,0.0000,7,0,893,0,0,0,0,
0,0.0000,34,0,353,0,0,0,0,
0,0.0000,35,0,375,0,0,0,0,
0,0.0000,9,0,372,0,0,0,0,
0,0.0000,7,0,144,0,0,0,0,
0,0.0000,7,0,500,0,0,0,0,
0,0.0000,7,0,555,0,0,0,0,
0,0.0000,10,0,694,0,0,0,0,
0,0.0000,39,0,678,0,0,0,0,
0,0.0000,14,0,845,0,0,0,0,
0,0.0000,10,0,645,0,0,0,0,
0,0.0000,36,0,365,0,0,0,0,
0,0.0000,12,0,488,0,0,0,0,
0,0.0000,27,0,236,0,0,0,0,
0,0.0000,40,0,332,0,0,0,0,
0,0.0000,37,0,686,0,0,0,0,
0,0.0000,38,0,512,0,0,0,0,
0,0.0000,56,0,422,0,0,0,0,
0,0.0000,42,0,369,0,0,0,0,
0,0.0000,45,0,500,0,0,0,0,
0,0.0000,65,0,274,0,0,0,0,
0,0.0000,55,0,620,0,0,0,0,
0,0.0000,50,0,413,0,0,0,0,
0,0.0000,42,0,598,0,0,0,0,
0,0.0000,51,0,468,0,0,0,0,
0,0.0000,77,0,195,0,0,0,0,
0,0.0000,89,0,348,0,0,0,0,
0,0.0000,89,0,435,0,0,0,0,
0,0.0000,95,0,394,0,0,0,0,
0,0.0000,45,0,286,0,0,9,240,
0,0.0000,91,0,528,0,0,0,0,
0,0.0000,127,0,304,0,0,10,286,
0,0.0000,155,0,728,0,0,0,0,
0,0.0000,158,0,733,0,0,0,0,
0,0.0000,181,0,577,0,0,0,0,
0,0.0000,134,0,409,0,0,0,0,
0,0.0000,67,0,542,0,0,10,807,
0,0.0000,115,0,407,0,0,11,407,
0,0.0000,285,0,341,0,0,0,0,
0,0.0000,357,0,509,0,0,0,0,
0,0.0000,332,0,513,0,0,0,0,
0,0.0000,92,0,383,0,0,11,353,
0,0.0000,284,0,478,0,0,0,0,
0,0.0000,485,0,656,0,0,0,0,
0,0.0000,329,0,315,0,0,12,315,
0,0.0000,848,0,457,0,0,12,457,
0,0.0000,497,0,710,0,0,0,0,
0,0.0000,137,0,311,0,0,12,247,
0,0.0000,502,0,669,0,0,0,0,
0,0.0000,121,0,446,0,0,13,446,
0,0.0000,334,0,352,0,0,13,352,
0,0.0000,976,0,301,0,0,0,0,
0,0.0000,967,0,328,0,0,0,0,
0,0.0000,930,0,569,0,0,0,0,
0,0.0000,131,0,358,0,0,13,343,
0,0.0000,101,0,663,0,0,14,459,
0,0.0000,363,0,360,0,0,14,123,
0,0.0000,651,0,583,0,0,14,483,
0,0.0000,543,0,679,0,0,14,705,
0,0.0000,113,0,548,0,0,14,435,
0,0.0000,1809,0,426,0,0,0,0,
0,0.0000,383,0,656,0,0,15,610,
0,0.0000,552,0,488,0,0,15,409,
0,0.0000,974,0,482,0,0,15,482,
0,0.0000,47,0,585,0,0,15,573,
0,0.0000,376,0,365,0,0,15,325,
0,0.0000,266,0,481,0,0,15,481,
0,0.0000,129,0,473,0,0,16,319,
0,0.0000,296,0,405,0,0,16,392,
0,0.0000,238,0,573,0,0,16,510,
0,0.0000,783,0,268,0,0,16,232,
0,0.0000,162,0,658,0,0,16,551,
0,0.0000,405,0,567,0,0,16,330,
0,0.0000,2409,0,164,0,0,17,108,
0,0.0000,713,0,706,0,0,17,367,
0,0.0000,1060,0,408,0,0,17,521,
0,0.0000,540,0,568,0,0,17,466,
0,0.0000,813,0,414,0,0,17,310,
0,0.0000,418,0,478,0,0,17,317,
0,0.0000,262,0,549,0,0,18,549,
0,0.0000,737,0,664,0,0,18,563,
0,0.0000,509,0,301,0,0,18,549,
0,0.0000,684,0,378,0,0,18,344,
0,0.0000,98,0,554,0,0,18,482,
0,0.0000,448,0,663,0,0,18,343,
0,0.0000,394,0,510,0,0,19,317,
0,0.0000,190,0,436,0,0,19,328,
0,0.0000,965,0,357,0,0,19,166,
0,0.0000,171,0,473,0,0,19,366,
0,0.0000,624,0,444,0,0,19,443,
0,0.0000,830,0,311,0,0,19,287,
0,0.0000,979,0,566,0,0,20,522,
0,0.0000,678,0,635,0,0,20,215,
0,0.0000,127,0,568,0,0,20,385,
0,0.0000,1326,0,498,0,0,20,432,
0,0.0000,1233,0,567,0,0,20,319,
0,0.0000,67,0,688,0,0,20,384,
0,0.0000,111,0,556,0,0,21,383,
0,0.0000,397,0,488,0,0,21,303,
0,0.0000,358,0,388,0,0,21,293,
0,0.0000,7,0,893,0,0,0,0,
0,0.0000,8,0,353,0,0,0,0,
0,0.0000,8,0,375,0,0,0,0,
0,0.0000,7,0,372,0,0,0,0,
0,0.0000,26,0,144,0,0,0,0,
0,0.0000,16,0,500,0,0,0,0,
0,0.0000,14,0,555,0,0,0,0,
0,0.0000,30,0,694,0,0,0,0,
0,0.0000,29,0,678,0,0,0,0,
0,0.0000,11,0,845,0,0,0,0,
0,0.0000,11,0,645,0,0,0,0,
0,0.0000,10,0,365,0,0,0,0,
0,0.0000,10,0,488,0,0,0,0,
0,0.0000,37,0,236,0,0,0,0,
0,0.0000,33,0,332,0,0,0,0,
0,0.0000,30,0,686,0,0,0,0,
0,0.0000,38,0,512,0,0,0,0,
0,0.0000,37,0,422,0,0,0,0,
0,0.0000,37,0,369,0,0,0,0,
0,0.0000,42,0,500,0,0,0,0,
0,0.0000,50,0,274,0,0,0,0,
0,0.0000,64,0,620,0,0,0,0,
0,0.0000,7,0,413,0,0,8,413,
0,0.0000,63,0,598,0,0,0,0,
0,0.0000,63,0,468,0,0,0,0,
0,0.0000,91,0,195,0,0,0,0,
0,0.0000,74,0,348,0,0,0,0,
0,0.0000,42,0,435,0,0,9,435,
0,0.0000,77,0,394,0,0,0,0,
0,0.0000,77,0,286,0,0,0,0,
0,0.0000,86,0,528,0,0,0,0,
0,0.0000,162,0,304,0,0,0,0,
0,0.0000,161,0,728,0,0,0,0,
0,0.0000,136,0,733,0,0,0,0,
0,0.0000,185,0,577,0,0,0,0,
0,0.0000,141,0,409,0,0,0,0,
0,0.0000,178,0,542,0,0,0,0,
0,0.0000,104,0,407,0,0,11,407,
0,0.0000,263,0,341,0,0,0,0,
0,0.0000,224,0,509,0,0,0,0,
0,0.0000,263,0,513,0,0,0,0,
0,0.0000,27,0,383,0,0,11,512,
0,0.0000,62,0,478,0,0,11,735,
0,0.0000,500,0,656,0,0,0,0,
0,0.0000,498,0,315,0,0,0,0,
0,0.0000,35,0,457,0,0,12,300,
0,0.0000,495,0,710,0,0,0,0,
0,0.0000,155,0,311,0,0,12,311,
0,0.0000,332,0,669,0,0,12,261,
0,0.0000,935,0,446,0,0,0,0,
0,0.0000,158,0,352,0,0,13,352,
0,0.0000,173,0,301,0,0,13,270,
0,0.0000,172,0,328,0,0,13,393,
0,0.0000,280,0,569,0,0,13,790,
0,0.0000,204,0,358,0,0,13,358,
0,0.0000,687,0,663,0,0,14,459,
0,0.0000,566,0,360,0,0,14,490,
0,0.0000,1225,0,583,0,0,14,283,
0,0.0000,419,0,679,0,0,14,327,
0,0.0000,53,0,548,0,0,14,435,
0,0.0000,1801,0,426,0,0,0,0,
0,0.0000,564,0,656,0,0,15,586,
0,0.0000,416,0,488,0,0,15,301,
0,0.0000,786,0,482,0,0,15,482,
0,0.0000,3593,0,585,0,0,0,0,
0,0.0000,187,0,365,0,0,15,325,
0,0.0000,1134,0,481,0,0,15,296,
0,0.0000,2437,0,473,0,0,16,395,
0,0.0000,399,0,405,0,0,16,340,
0,0.0000,317,0,573,0,0,16,510,
0,0.0000,353,0,268,0,0,16,256,
0,0.0000,272,0,658,0,0,16,442,
0,0.0000,2556,0,567,0,0,16,324,
0,0.0000,947,0,164,0,0,17,426,
0,0.0000,17458,0,706,0,0,0,0,
0,0.0000,769,0,408,0,0,17,312,
0,0.0000,1186,0,568,0,0,17,497,
0,0.0000,451,0,414,0,0,17,211,
0,0.0000,596,0,478,0,0,17,523,
0,0.0000,145,0,549,0,0,18,338,
0,0.0000,48,0,664,0,0,18,282,
0,0.0000,550,0,301,0,0,18,267,
0,0.0000,502,0,378,0,0,18,353,
0,0.0000,177,0,554,0,0,18,477,
0,0.0000,243,0,663,0,0,18,501,
0,0.0000,826,0,510,0,0,19,298,
0,0.0000,1070,0,436,0,0,19,374,
0,0.0000,476,0,357,0,0,19,257,
0,0.0000,200,0,473,0,0,19,366,
0,0.0000,779,0,444,0,0,19,291,
0,0.0000,1078,0,311,0,0,19,311,
0,0.0000,381,0,566,0,0,20,325,
0,0.0000,606,0,635,0,0,20,467,
0,0.0000,234,0,568,0,0,20,506,
0,0.0000,980,0,498,0,0,20,370,
0,0.0000,677,0,567,0,0,20,319,
0,0.0000,120,0,688,0,0,20,384,
0,0.0000,1113,0,556,0,0,21,456,
0,0.0000,209,0,488,0,0,21,303,
0,0.0000,476,0,388,0,0,21,325,
0,0.0000,8,0,893,0,0,0,0,
0,0.0000,36,0,353,0,0,0,0,
0,0.0000,8,0,375,0,0,0,0,
0,0.0000,35,0,372,0,0,0,0,
0,0.0000,8,0,144,0,0,0,0,
0,0.0000,34,0,500,0,0,0,0,
0,0.0000,33,0,555,0,0,0,0,
0,0.0000,37,0,694,0,0,0,0,
0,0.0000,32,0,678,0,0,0,0,
0,0.0000,11,0,845,0,0,0,0,
0,0.0000,38,0,645,0,0,0,0,
0,0.0000,36,0,365,0,0,0,0,
0,0.0000,37,0,488,0,0,0,0,
0,0.0000,43,0,236,0,0,0,0,
0,0.0000,43,0,332,0,0,0,0,
0,0.0000,57,0,686,0,0,0,0,
0,0.0000,58,0,512,0,0,0,0,
0,0.0000,47,0,422,0,0,0,0,
0,0.0000,42,0,369,0,0,0,0,
0,0.0000,61,0,500,0,0,0,0,
0,0.0000,48,0,274,0,0,8,274,
0,0.0000,32,0,620,0,0,0,0,
0,0.0000,30,0,413,0,0,0,0,
0,0.0000,65,0,598,0,0,0,0,
0,0.0000,54,0,468,0,0,0,0,
0,0.0000,63,0,195,0,0,0,0,
0,0.0000,95,0,348,0,0,0,0,
0,0.0000,52,0,435,0,0,9,350,
0,0.0000,69,0,394,0,0,0,0,
0,0.0000,73,0,286,0,0,0,0,
0,0.0000,16,0,528,0,0,9,495,
0,0.0000,78,0,304,0,0,10,304,
0,0.0000,160,0,728,0,0,0,0,
0,0.0000,160,0,733,0,0,0,0,
0,0.0000,105,0,577,0,0,0,0,
0,0.0000,165,0,409,0,0,0,0,
0,0.0000,106,0,542,0,0,0,0,
0,0.0000,82,0,407,0,0,11,292,
0,0.0000,271,0,341,0,0,0,0,
0,0.0000,367,0,509,0,0,0,0,
0,0.0000,252,0,513,0,0,0,0,
0,0.0000,34,0,383,0,0,11,383,
0,0.0000,311,0,478,0,0,0,0,
0,0.0000,242,0,656,0,0,12,656,
0,0.0000,483,0,315,0,0,12,236,
0,0.0000,84,0,457,0,0,12,300,
0,0.0000,653,0,710,0,0,0,0,
0,0.0000,285,0,311,0,0,12,247,
0,0.0000,80,0,669,0,0,12,544,
0,0.0000,296,0,446,0,0,13,481,
0,0.0000,293,0,352,0,0,13,352,
0,0.0000,173,0,301,0,0,13,270,
0,0.0000,489,0,328,0,0,13,584,
0,0.0000,250,0,569,0,0,13,630,
0,0.0000,114,0,358,0,0,13,324,
0,0.0000,99,0,663,0,0,14,459,
0,0.0000,529,0,360,0,0,14,360,
0,0.0000,167,0,583,0,0,14,266,
0,0.0000,960,0,679,0,0,14,679,
0,0.0000,518,0,548,0,0,14,435,
0,0.0000,1155,0,426,0,0,14,269,
0,0.0000,4016,0,656,0,0,0,0,
0,0.0000,224,0,488,0,0,15,301,
0,0.0000,235,0,482,0,0,15,236,
0,0.0000,451,0,585,0,0,15,516,
0,0.0000,2378,0,365,0,0,15,325,
0,0.0000,1331,0,481,0,0,15,296,
0,0.0000,575,0,473,0,0,16,351,
0,0.0000,811,0,405,0,0,16,278,
0,0.0000,937,0,573,0,0,16,287,
0,0.0000,314,0,268,0,0,16,241,
0,0.0000,532,0,658,0,0,16,526,
0,0.0000,716,0,567,0,0,16,567,
0,0.0000,3233,0,164,0,0,17,426,
0,0.0000,122,0,706,0,0,17,350,
0,0.0000,806,0,408,0,0,17,283,
0,0.0000,14754,0,568,0,0,17,447,
0,0.0000,391,0,414,0,0,17,414,
0,0.0000,104,0,478,0,0,17,345,
0,0.0000,414,0,549,0,0,18,338,
0,0.0000,147,0,664,0,0,18,563,
0,0.0000,1350,0,301,0,0,18,269,
0,0.0000,747,0,378,0,0,18,344,
0,0.0000,1413,0,554,0,0,18,477,
0,0.0000,195,0,663,0,0,18,343,
0,0.0000,294,0,510,0,0,19,317,
0,0.0000,628,0,436,0,0,19,328,
0,0.0000,1385,0,357,0,0,19,166,
0,0.0000,555,0,473,0,0,19,366,
0,0.0000,657,0,444,0,0,19,443,
0,0.0000,643,0,311,0,0,19,311,
0,0.0000,141,0,566,0,0,20,363,
0,0.0000,174,0,635,0,0,20,354,
0,0.0000,445,0,568,0,0,20,327,
0,0.0000,307,0,498,0,0,20,370,
0,0.0000,670,0,567,0,0,20,365,
0,0.0000,37,0,688,0,0,20,384,
0,0.0000,180,0,556,0,0,21,383,
0,0.0000,1362,0,488,0,0,21,303,
0,0.0000,1758,0,388,0,0,21,332,
0,0.0000,10,0,893,0,0,0,0,
0,0.0000,13,0,353,0,0,0,0,
0,0.0000,27,0,375,0,0,0,0,
0,0.0000,19,0,372,0,0,0,0,
0,0.0000,15,0,144,0,0,0,0,
0,0.0000,9,0,500,0,0,0,0,
0,0.0000,12,0,555,0,0,0,0,
0,0.0000,12,0,694,0,0,0,0,
0,0.0000,25,0,678,0,0,0,0,
0,0.0000,11,0,845,0,0,0,0,
0,0.0000,15,0,645,0,0,0,0,
0,0.0000,17,0,365,0,0,0,0,
0,0.0000,19,0,488,0,0,0,0,
0,0.0000,40,0,236,0,0,0,0,
0,0.0000,24,0,332,0,0,0,0,
0,0.0000,24,0,686,0,0,0,0,
0,0.0000,33,0,512,0,0,0,0,
0,0.0000,18,0,422,0,0,0,0,
0,0.0000,31,0,369,0,0,0,0,
0,0.0000,40,0,500,0,0,0,0,
0,0.0000,39,0,274,0,0,0,0,
0,0.0000,52,0,620,0,0,0,0,
0,0.0000,40,0,413,0,0,0,0,
0,0.0000,61,0,598,0,0,0,0,
0,0.0000,32,0,468,0,0,0,0,
0,0.0000,57,0,195,0,0,0,0,
0,0.0000,101,0,348,0,0,0,0,
0,0.0000,69,0,435,0,0,0,0,
0,0.0000,67,0,394,0,0,0,0,
0,0.0000,84,0,286,0,0,0,0,
0,0.0000,69,0,528,0,0,0,0,
0,0.0000,184,0,304,0,0,0,0,
0,0.0000,119,0,728,0,0,0,0,
0,0.0000,185,0,733,0,0,0,0,
0,0.0000,160,0,577,0,0,0,0,
0,0.0000,208,0,409,0,0,0,0,
0,0.0000,152,0,542,0,0,0,0,
0,0.0000,306,0,407,0,0,0,0,
0,0.0000,50,0,341,0,0,11,350,
0,0.0000,109,0,509,0,0,11,448,
0,0.0000,391,0,513,0,0,0,0,
0,0.0000,306,0,383,0,0,0,0,
0,0.0000,312,0,478,0,0,0,0,
0,0.0000,522,0,656,0,0,0,0,
0,0.0000,415,0,315,0,0,12,315,
0,0.0000,473,0,457,0,0,0,0,
0,0.0000,476,0,710,0,0,0,0,
0,0.0000,475,0,311,0,0,0,0,
0,0.0000,606,0,669,0,0,0,0,
0,0.0000,801,0,446,0,0,13,481,
0,0.0000,239,0,352,0,0,13,502,
0,0.0000,475,0,301,0,0,13,301,
0,0.0000,277,0,328,0,0,13,393,
0,0.0000,80,0,569,0,0,13,517,
0,0.0000,1522,0,358,0,0,0,0,
0,0.0000,731,0,663,0,0,14,459,
0,0.0000,330,0,360,0,0,14,255,
0,0.0000,88,0,583,0,0,14,583,
0,0.0000,2036,0,679,0,0,0,0,
0,0.0000,517,0,548,0,0,14,435,
0,0.0000,1655,0,426,0,0,14,439,
0,0.0000,335,0,656,0,0,15,610,
0,0.0000,1299,0,488,0,0,15,762,
0,0.0000,521,0,482,0,0,15,767,
0,0.0000,144,0,585,0,0,15,516,
0,0.0000,1500,0,365,0,0,15,365,
0,0.0000,2327,0,481,0,0,15,296,
0,0.0000,143,0,473,0,0,16,319,
0,0.0000,354,0,405,0,0,16,335,
0,0.0000,346,0,573,0,0,16,368,
0,0.0000,873,0,268,0,0,16,191,
0,0.0000,85,0,658,0,0,16,526,
0,0.0000,455,0,567,0,0,16,324,
0,0.0000,3429,0,164,0,0,17,426,
0,0.0000,2009,0,706,0,0,17,367,
0,0.0000,307,0,408,0,0,17,408,
0,0.0000,224,0,568,0,0,17,466,
0,0.0000,611,0,414,0,0,17,310,
0,0.0000,404,0,478,0,0,17,317,
0,0.0000,1074,0,549,0,0,18,389,
0,0.0000,770,0,664,0,0,18,563,
0,0.0000,346,0,301,0,0,18,269,
0,0.0000,406,0,378,0,0,18,353,
0,0.0000,1707,0,554,0,0,18,477,
0,0.0000,559,0,663,0,0,18,343,
0,0.0000,117,0,510,0,0,19,317,
0,0.0000,3356,0,436,0,0,19,302,
0,0.0000,416,0,357,0,0,19,257,
0,0.0000,205,0,473,0,0,19,366,
0,0.0000,525,0,444,0,0,19,444,
0,0.0000,1978,0,311,0,0,19,267,
0,0.0000,440,0,566,0,0,20,363,
0,0.0000,395,0,635,0,0,20,608,
0,0.0000,356,0,568,0,0,20,494,
0,0.0000,472,0,498,0,0,20,271,
0,0.0000,1072,0,567,0,0,20,437,
0,0.0000,88,0,688,0,0,20,384,
0,0.0000,758,0,556,0,0,21,492,
0,0.0000,813,0,488,0,0,21,427,
0,0.0000,823,0,388,0,0,21,240,
0,0.0000,8,0,893,0,0,0,0,
0,0.0000,9,0,353,0,0,0,0,
0,0.0000,23,0,375,0,0,0,0,
0,0.0000,8,0,372,0,0,0,0,
0,0.0000,7,0,144,0,0,0,0,
0,0.0000,21,0,500,0,0,0,0,
0,0.0000,7,0,555,0,0,0,0,
0,0.0000,10,0,694,0,0,0,0,
0,0.0000,10,0,678,0,0,0,0,
0,0.0000,10,0,845,0,0,0,0,
0,0.0000,10,0,645,0,0,0,0,
0,0.0000,11,0,365,0,0,0,0,
0,0.0000,13,0,488,0,0,0,0,
0,0.0000,37,0,236,0,0,0,0,
0,0.0000,36,0,332,0,0,0,0,
0,0.0000,40,0,686,0,0,0,0,
0,0.0000,35,0,512,0,0,0,0,
0,0.0000,16,0,422,0,0,0,0,
0,0.0000,47,0,369,0,0,0,0,
0,0.0000,40,0,500,0,0,0,0,
0,0.0000,55,0,274,0,0,0,0,
0,0.0000,37,0,620,0,0,0,0,
0,0.0000,52,0,413,0,0,0,0,
0,0.0000,33,0,598,0,0,0,0,
0,0.0000,34,0,468,0,0,0,0,
0,0.0000,57,0,195,0,0,0,0,
0,0.0000,57,0,348,0,0,0,0,
0,0.0000,68,0,435,0,0,0,0,
0,0.0000,11,0,394,0,0,9,355,
0,0.0000,67,0,286,0,0,0,0,
0,0.0000,74,0,528,0,0,0,0,
0,0.0000,133,0,304,0,0,0,0,
0,0.0000,127,0,728,0,0,0,0,
0,0.0000,133,0,733,0,0,0,0,
0,0.0000,133,0,577,0,0,0,0,
0,0.0000,132,0,409,0,0,0,0,
0,0.0000,105,0,542,0,0,0,0,
0,0.0000,94,0,407,0,0,11,192,
